total,pde,data,ic,bc,amplitude,pde_weight,lr
93.84014129638672,0.0,0.9293806552886963,0.7990077137947083,0.9865829348564148,0.927858293056488,0.0,0.001
68.80524444580078,0.0,0.6810529828071594,0.6565611362457275,0.7297440767288208,0.6788343787193298,0.0,0.001
49.26853942871094,0.0,0.48716604709625244,0.5353570580482483,0.5588023662567139,0.4855029582977295,0.0,0.001
36.5662841796875,0.0,0.3616439402103424,0.3836427628993988,0.41294625401496887,0.35949817299842834,0.0,0.001
26.986061096191406,0.0,0.2665601372718811,0.3157000243663788,0.33910924196243286,0.2644162178039551,0.0,0.001
20.47102928161621,0.0,0.20211657881736755,0.25668880343437195,0.25805461406707764,0.20017345249652863,0.0,0.001
15.858173370361328,0.0,0.1566067487001419,0.1868775486946106,0.205027773976326,0.15446661412715912,0.0,0.001
12.72585678100586,0.0,0.1256682574748993,0.14836740493774414,0.16721442341804504,0.12396988272666931,0.0,0.001
10.37407398223877,0.0,0.10247039049863815,0.11957515776157379,0.1324842870235443,0.1005072072148323,0.0,0.001
8.34832763671875,0.0,0.0824684202671051,0.09610690921545029,0.10525093972682953,0.080564484000206,0.0,0.001
7.0473175048828125,0.0,0.0696229562163353,0.07707229256629944,0.09161922335624695,0.06760037690401077,0.0,0.001
5.822707176208496,0.0,0.05751018971204758,0.06676854193210602,0.07549521327018738,0.0556664802134037,0.0,0.001
4.975410461425781,0.0,0.049162063747644424,0.05660480260848999,0.060858651995658875,0.04725824296474457,0.0,0.001
4.221297740936279,0.0,0.04172222688794136,0.04744517803192139,0.049905069172382355,0.03998621180653572,0.0,0.001
3.6406917572021484,0.0,0.035974711179733276,0.04000501707196236,0.045746807008981705,0.03445872664451599,0.0,0.001
3.152259588241577,0.0,0.031130734831094742,0.03578818216919899,0.04198792204260826,0.029796285554766655,0.0,0.001
2.7334542274475098,0.0,0.026994477957487106,0.0327153243124485,0.03478335961699486,0.02569744735956192,0.0,0.001
2.367246389389038,0.0,0.023371338844299316,0.029892785474658012,0.02988472208380699,0.0223719272762537,0.0,0.001
2.06597638130188,0.0,0.020395036786794662,0.025330517441034317,0.027227871119976044,0.019365841522812843,0.0,0.001
1.8087621927261353,0.0,0.017864983528852463,0.021550241857767105,0.022638482972979546,0.01694919727742672,0.0,0.001
1.577528476715088,0.0,0.01557174138724804,0.019315583631396294,0.021098295226693153,0.014742709696292877,0.0,0.001
1.3839411735534668,0.0,0.013666109181940556,0.017327256500720978,0.017073512077331543,0.012989197857677937,0.0,0.001
1.2160606384277344,0.0,0.012002858333289623,0.01552549097687006,0.0157990213483572,0.011248264461755753,0.0,0.001
1.0856324434280396,0.0,0.010720447637140751,0.013882703147828579,0.01309428084641695,0.00993084255605936,0.0,0.001
0.9607840776443481,0.0,0.009484817273914814,0.012381795793771744,0.012048526667058468,0.0087218526750803,0.0,0.001
0.8744373917579651,0.0,0.008632132783532143,0.011506995186209679,0.010783396661281586,0.007887355051934719,0.0,0.001
0.7739430069923401,0.0,0.007643271237611771,0.009585633873939514,0.009503981098532677,0.007112492341548204,0.0,0.001
0.7089033722877502,0.0,0.006997446063905954,0.009544985368847847,0.008643429726362228,0.006462396122515202,0.0,0.001
